msoa,brownfield area
E02004301,5.38
E02004303,5.49
E02004305,0.45
E02004307,0.24
E02004308,4.23
E02004309,0.32
E02004311,0.2
E02004312,2.63
E02004314,0.08
E02004315,0.2
E02004316,0.27
E02004317,1.6
E02004318,0.69
E02004320,1.72
E02004322,14.75
E02004324,0.87
E02004325,16.93
E02004328,2.86
E02004331,0.4
E02004333,0.66
E02004335,0.7
E02004336,0.2
E02004337,17.03
E02004338,12.13
E02004339,2.35
E02004340,11.98
E02004344,1.64
E02004345,0.89
E02004346,0.37
E02004347,1.31
E02004348,7.97
E02004349,2.29
E02004351,0.6
E02004352,2.59
E02004353,1
E02004354,10.74
E02004355,0.34
E02004356,0.25
E02004357,0.16
E02004358,0.85
E02004359,0.63
E02004361,0.61
E02004362,2.57
E02004363,6.65
E02004364,0.8
E02004365,1.79
E02004366,5.6
E02004367,1.03
E02004368,0.68
E02004369,1.67
E02004370,0.1
E02004371,1.5
E02004372,14.24
E02004373,3.83
E02004375,3.57
E02004376,0.99
E02004377,29.68
E02004378,0.27
E02004379,9.47
E02004380,2.72
E02004381,10.56
E02004382,1.61
E02004383,4.28
E02004385,0.65
E02004386,13.29
E02004387,1.79
E02004388,0.97
E02004389,0.88
E02004390,1.84
E02004391,1.33
E02004392,2.42
E02004393,0.28
E02004394,0.83
E02004395,9.38
E02004396,1.46
E02004397,1.33
E02004398,4.48
E02004399,0.18
E02004400,7.02
E02004401,0.34
E02004402,0.9
E02004420,0.03
E02004425,0.07
E02004426,0.39
E02004427,3.11
E02004428,1.72
E02004429,2.36
E02004430,0.98
E02004431,5.4
E02004432,2.98
E02004433,0.25
E02004434,2.23
E02004435,38.34
E02004437,1.41
E02004438,1.84
E02004439,6.1
E02004440,3.08
E02004441,2.21
E02004442,0.93
E02004443,7.95
E02004444,3.69
E02004445,1.19
E02004446,3.03
E02004448,0.86
E02004449,0.48
E02004450,0.41
E02004452,0.48
E02004453,2.21
E02004454,4.07
E02004455,2.92
E02004456,0.7
E02004457,1
E02004458,0.15
E02004459,2.49
E02004460,0.41
E02004461,0.47
E02004462,1.61
E02004463,4.05
E02004464,18.44
E02004465,0.09
E02004467,1.16
E02004468,4.1
E02004469,26.64
E02004470,29.38
E02004471,14.6
E02004473,0.38
E02004474,0.32
E02004475,0.85
E02004476,1.09
E02004477,0.56
E02004478,1.35
E02004479,0.71
E02004480,0.15
E02004481,0.19
E02004483,1.36
E02004484,1.09
E02004485,3.35
E02004486,0.67
E02004487,3.54
E02004488,0.46
E02004489,0.69
E02004490,0.06
E02004491,6.61
E02004492,0.04
E02004493,12.13
E02004494,10.83
E02004495,0.88
E02004496,0.38
E02004497,3.35
E02004498,2.02
E02004499,0.42
E02004500,10.14
E02004501,3.94
E02004502,19.18
E02004503,0.41
E02004504,0.45
E02004505,4
E02004512,7.044
E02004513,6.22
E02004516,11.756
E02004518,1.71
E02004520,1.553
E02004521,14.628
E02004522,0.25
E02004525,0.266
E02004526,0.21
E02004535,0.04
E02004537,0.02
E02004542,0.62
E02004544,1.25
E02004545,0.73
E02004547,2.69
E02004550,1.08
E02004552,0.42
E02004553,0.29
E02004555,2.73
E02004556,0.3
E02004557,0.1
E02004558,0.26
E02004562,0.06
E02004563,1.55
E02004564,1.52
E02004565,5.3
E02004566,2.27
E02004567,4.87
E02004568,9.43
E02004569,1.26
E02004570,1.53
E02004571,1.02
E02004572,5.85
E02004573,1.39
E02004574,2.18
E02004575,2.34
E02004576,3.97
E02004577,0.48
E02004578,1.73
E02004579,4.15
E02004580,0.27
E02004581,0.68
E02004582,0.27
E02004586,1.06
E02004587,2.58
E02004588,2.42
E02004590,0.03
E02004592,3.536
E02004593,0.02
E02004594,160.183
E02004595,1.378
E02004596,0
E02004597,4.477
E02004598,1.428
E02004599,1.1
E02004603,0.2
E02004606,0.01
E02004607,0.15
E02004608,2.28
E02004611,2.98
E02004612,1.84
E02004613,0.15
E02004615,0.83
E02004616,1.92
E02004617,0.09
E02004618,13.84
E02004619,2.34
E02004620,0.92
E02004621,5.14
E02004622,0.11
E02004623,0.18
E02004625,7.95
E02004627,0.26
E02004628,3.62
E02004629,3.42
E02004630,2.02
E02004631,1.96
E02004632,0.26
E02004633,4.33
E02004634,0.48
E02004635,1.68
E02004637,17.55
E02004639,21.52
E02004640,0.73
E02004641,1.55
E02004643,0.77
E02004648,0.2
E02004650,6.25
E02004651,2.21
E02004653,2.42
E02004654,2.02
E02004655,1.9
E02004656,20.97
E02004657,12.93
E02004659,4.85
E02004660,10.02
E02004661,1.94
E02004662,5.76
E02004663,4.2
E02004664,1.38
E02004665,0.16
E02004666,1.59
E02004668,0.16
E02004669,1.3
E02004670,1.56
E02004671,0.72
E02004672,2.11
E02004673,1.73
E02004675,3.144393
E02004676,1.025137
E02004677,1.529092
E02004678,0.398108
E02004679,0.711071
E02004680,0.2798
E02004681,7.488658
E02004682,1.148355
E02004683,12.793111
E02004684,11.581588
E02004685,55.746729
E02004686,2.30188
E02004687,0.684844
E02004688,2.688256
E02004689,0.762448
E02004690,0.974072
E02004691,0.143079
E02004692,0.471514
E02004694,7.312325
E02004696,2.83
E02004698,5.1
E02004703,0.198
E02004706,0.157
E02004707,3.46
E02004708,2.25
E02004712,6
E02004713,0.6
E02004714,1.73
E02004715,8.79
E02004717,0.3
E02004718,1.86
E02004719,0.98
E02004720,4.9
E02004721,0.8
E02004722,0.45
E02004725,0.82
E02004727,3.87
E02004728,1.57
E02004729,1.71
E02004730,5.7
E02004731,0.95
E02004732,2.97
E02004734,8.33
E02004736,0.92
E02004737,2.21
E02004738,0.75
E02004739,2.53
E02004740,0.84
E02004741,0.2
E02004751,0.11
E02004752,0.36
E02004753,27.72
E02004754,0.25
E02004755,127.24
E02004756,21.75
E02004757,0.17
E02004758,8.85
E02004760,4.8
E02004761,1.52
E02004764,0.3
E02004766,24.93
E02004767,4.3
E02004770,3.16
E02004771,16.86
E02004772,5.79
E02004774,2.52
E02004775,72.66
E02004776,2.17
E02004777,4.74
E02004778,1.06
E02004779,0.6
E02004780,0.2
E02004781,0.6
E02004782,17.625
E02004784,4.49
E02004785,2.75
E02004786,0.5
E02004787,2.4
E02004790,1.33
E02004792,49.2
E02004793,2.33
E02004794,0.9
E02004795,2.49
E02004796,0.4
E02004797,0.6
E02004798,2.25
E02004799,4.98
E02004800,0.3
E02004801,0.95
E02004802,0.68
E02004803,0.1
E02004805,0.7
E02004806,4.99
E02004807,16.25
E02004808,5.25
E02004809,8.37
E02004810,0.33
E02004811,0.7
E02004812,0.02
E02004813,0.28
E02004816,3.299
E02004817,5.58
E02004821,1.1
E02004822,0.97
E02004824,2.68
E02004829,0.9
E02004830,3.09
E02004832,4.53
E02004833,4.31
E02004834,1.41
E02004835,2.25
E02004836,0.12
E02004838,2.83
E02004840,1.03
E02004841,0.04
E02004842,2.86
E02004856,2.75
E02004866,1.41
E02004868,2.13
E02004870,0.4
E02004873,5.67
E02004874,0.3
E02004876,6.53
E02004878,0.54
E02004881,3.29
E02004884,6.68
E02004885,2.73
E02004886,0.22
E02004887,0.63
E02004888,0.27
E02004889,0.16
E02004890,0.84
E02004891,1.63
E02004894,4.34
E02004895,0.22
E02004925,3.24
E02004926,0.47
E02004928,0.35
E02004930,2.4
E02004932,0.93
E02004933,5.26
E02004934,3.63
E02004935,0.88
E02004940,19.74
E02004941,1.22
E02004945,2.55
E02004948,1.13
E02004950,1.39
E02004954,0.54
E02004956,65.54
E02004957,1.67
E02004958,5.65
E02004959,2.74
E02004960,2.24
E02004961,7.77
E02004962,1.89
E02004963,0.7
E02004964,0.64
E02004965,2.88
E02004966,3.12
E02004967,2.68
E02004968,0.2
E02004969,1.3
E02004970,1.06
E02004971,1.07
E02004972,8.2
E02004973,7.46
E02004975,3.5
E02004976,2.67
E02004977,0.85
E02004978,4.32
E02004979,1.54
E02004980,3.34
E02004981,10.02
E02004983,2.19
E02004985,1.83
E02004986,20.72
E02004987,5.8
E02004988,1.34
E02004989,1.82
E02004990,11.55
E02004991,1.35
E02004992,2.65
E02004993,0.64
E02004994,1.08
E02004995,1.59
E02004996,2.7
E02004997,3.695
E02004999,4.1237
E02005000,15.594
E02005001,4.5
E02005002,9.824
E02005004,0.403
E02005005,0.41
E02005006,3.906
E02005007,1.24
E02005008,0.14
E02005010,4.66
E02005011,0.2
E02005012,9.25
E02005014,0.38
E02005017,1.17
E02005019,19.57
E02005020,1.07
E02005021,0.4
E02005023,15.07
E02005025,3.5
E02005026,0.4
E02005027,0.33
E02005031,1.78
E02005041,9.0122
E02005042,86.5038
E02005043,4.9658
E02005044,1.6505
E02005045,1.1
E02005046,2.634
E02005047,0.45
E02005048,4.29
E02005049,0.98
E02005050,0.49
E02005051,17.3863
E02005052,15.4212
E02005053,1.53985
E02005054,3.27
E02005055,58.085
E02005056,24.13
E02005057,26.42
E02005058,0.09
E02005059,0.18
E02005060,0.75
E02005062,0.1
E02005063,1.13
E02005064,0.58
E02005065,1.37
E02005066,1.24
E02005067,1.34
E02005068,4.29
E02005069,0.84
E02005070,7.49
E02005071,14.64172
E02005072,3.36
E02005073,2.7508
E02005074,0.8292
E02005075,1.74
E02005076,18.76338
E02005078,13.23
E02005079,2.73
E02005080,0.34
E02005081,4.51
E02005082,6.54
E02005084,11.12
E02005085,3.78
E02005086,2.54
E02005087,11.12
E02005088,9.63
E02005089,1.63
E02005090,6.38
E02005091,4.37
E02005093,6.22
E02005094,75.07
E02005096,4.87
E02005097,2.87
E02005098,7.93
E02005099,1.69
E02005100,3.23
E02005101,0.18
E02005119,11
E02005122,1
E02005123,3.04
E02005129,1.55
E02005130,0.07
E02005131,1
E02005132,3.39
E02005133,3.03
E02005134,0.72
E02005135,1.41
E02005137,0.18
E02005138,0.61
E02005139,0.67
E02005140,3.13
E02005141,1.11
E02005142,3.31
E02005143,1.15
E02005144,6.56
E02005145,321.67
E02005146,2.71
E02005147,1.93
E02005148,2.49
E02005149,2.05
E02005150,0.69
E02005153,3.94
E02005154,2.46
E02005156,0.48
E02005160,0.7
E02005161,1.98
E02005162,1.74
E02005163,0.83
E02005164,0.647
E02005165,0.529975
E02005166,0.06
E02005167,2.750819
E02005168,0.4
E02005169,4.159234
E02005170,1.78
E02005171,9.26
E02005172,3.02
E02005173,3.848378
E02005174,1.64261
E02005175,3.151728
E02005177,2.39
E02005178,1.97
E02005179,7.63
E02005180,0.23
E02005181,1.74
E02005183,0.25
E02005185,5.46
E02005186,6.61
E02005189,0.3
E02005190,1
E02005191,0.33
E02005192,1.77
E02005193,14.87
E02005194,2.55
E02005195,17.47
E02005196,16.75
E02005197,7.33
E02005198,5.02
E02005199,4.56
E02005200,0.03
E02005201,1.99
E02005202,5.34
E02005203,4.646
E02005204,1.52
E02005205,0.61
E02005206,17.085
E02005207,11.8
E02005208,2.73
E02005209,15.985
E02005210,0.619
E02005211,2.861
E02005221,8.36
E02005224,0.28
E02005226,0.86
E02005229,0.13
E02005230,0.1
E02005231,0.04
E02005233,5.52
E02005234,12.071569
E02005235,1.54
E02005237,8.72
E02005239,0.33
E02005240,8.653
E02005241,0.534
E02005242,2.496
E02005243,1.83
E02005244,0.538
E02005245,2.31
E02005246,8.527
E02005247,2.737
E02005248,5.203
E02005249,0.42
E02005250,2.045
E02005251,1.11
E02005252,8.57
E02005258,6.093
E02005271,0.85
E02005272,0.13
E02005278,3.68
E02005279,0.69
E02005280,1.7
E02005281,3.55
E02005284,0.25
E02005285,0.66
E02005286,3.09
E02005287,2.63
E02005288,2.3
E02005290,0.61
E02005291,25.67
E02005293,3.16
E02005294,7.17
E02005295,2.69
E02005296,0.98
E02005297,9.78
E02005298,6.83
E02005299,0.23
E02005300,16
E02005301,0.48
E02005303,1.24
E02005304,19.05
E02005305,11.16
E02005306,1.62
E02005307,0.91
E02005309,0.48
E02005310,0.38
E02005311,1.75
E02005313,3.56
E02005314,0.1
E02005315,0.67
E02005316,4.74
E02005317,0.17
E02005322,0.19
E02005324,2.58
E02005325,2.83
E02005326,0.19
E02005330,0.1
E02005331,0.11
E02005332,0.98
E02005345,0.21
E02005346,17.84
E02005347,6.73
E02005349,4.36
E02005350,18.55
E02005351,0.24
E02005352,3.4
E02005353,2.06
E02005354,0.76
E02005355,4.33
E02005356,1.28
E02005357,6.77
E02005358,12.03
E02005359,3.95
E02005360,0.08
E02005361,3.79
E02005362,1.73
E02005365,38.14
E02005366,5.28
E02005368,2.41
E02005369,2.01
E02005371,4.7
E02005372,0.36
E02005374,2.76
E02005375,0.86
E02005376,0.14
E02005377,0.85
E02005379,0.91
E02005383,1.71
E02005384,0.85
E02005386,0.36
E02005388,1.95
E02005390,9.22
E02005391,15.14
E02005392,13.59
E02005393,6.53
E02005394,8.6
E02005395,19.28
E02005396,4.61
E02005401,0.3
E02005412,0.28
E02005414,0.62
E02005415,1.6271
E02005416,0
E02005417,0.5
E02005418,2.46
E02005419,11.99
E02005420,4.59
E02005422,2.47
E02005423,7.52
E02005455,16.58
E02005459,2.38
E02005462,0.51
E02005463,1.95
E02005464,3.68
E02005465,1.58
E02005467,0.79
E02005468,4.56
E02005469,6.88
E02005470,2.51
E02005471,2.94
E02005472,0.3
E02005474,2.99
E02005475,5.41
E02005478,1.3
E02005481,0.4
E02005483,3.5
E02005484,7.15
E02005490,0.1
E02005491,9.59
E02005493,0.8
E02005494,2.4
E02005495,21.07
E02005496,2.04
E02005497,2.28
E02005498,0.46
E02005499,0.13
E02005501,0.78
E02005502,2.02
E02005503,0.77
E02005504,0.84
E02005505,3.28
E02005506,1.59
E02005507,6.81
E02005508,0.98
E02005509,5.1
E02005510,1.67
E02005511,0.65
E02005512,6.72
E02005513,5.12
E02005514,1.81
E02005515,0.26
E02005519,0.42
E02005520,1.1
E02005521,4.25
E02005522,1.8
E02005523,1.76
E02005526,0.8
E02005527,10.08
E02005528,0.39
E02005529,14.7
E02005530,47.6
E02005533,1.32
E02005534,16.12
E02005535,3.04
E02005536,3.027475
E02005537,0.27
E02005538,9.98
E02005539,1.24
E02005540,1.55
E02005541,1.539323
E02005542,44.726
E02005543,1.85
E02005544,2.98
E02005545,0.13
E02005546,6.07
E02005547,0.26
E02005548,3.11
E02005549,0.47
E02005551,0.15
E02005552,3.79
E02005562,0.7
E02005566,0.25
E02005567,3.34
E02005568,1.06
E02005571,0.6
E02005582,0.062572
E02005583,0.962667
E02005584,5.7
E02005585,8.22
E02005586,1.48
E02005587,2.83
E02005588,0.11
E02005589,13.01
E02005590,23.44
E02005592,0.47
E02005593,0.89
E02005594,0.13
E02005595,7.17
E02005596,1.81
E02005597,1.67
E02005598,0.65
E02005600,1.59
E02005602,1.23
E02005603,2.7
E02005604,1.869764
E02005606,1.08
E02005607,5.28
E02005609,1.56
E02005610,0.56
E02005611,4.64
E02005613,0.283413
E02005614,0.805703
E02005615,8.150066
E02005616,0.701286
E02005617,0.419532
E02005620,2.93
E02005625,0.32
E02005626,0.78
E02005627,0.42
E02005628,0.3
E02005634,0.520886
E02005635,0.289833
E02005636,0.384095
E02005637,1.031068
E02005640,3.41814
E02005641,1.99785
E02005642,2.491751
E02005649,2.721
E02005650,22.97
E02005651,4.94
E02005652,5.57
E02005653,0.7
E02005654,3.24
E02005655,0.46
E02005656,3.67
E02005657,1.42
E02005658,2.7
E02005661,2.66
E02005664,6.39
E02005665,1.81
E02005666,1.27
E02005667,6.82
E02005668,5.61
E02005670,12.49
E02005671,0.06
E02005672,2.263379
E02005673,11.34
E02005674,1.963787
E02005675,0.3
E02005677,19.24
E02005678,2.74
E02005680,2.23
E02005682,1.8
E02005683,14.95
E02005684,1.3
E02005685,6.98
E02005687,2.21
E02005688,2.26
E02005689,14.49
E02005690,2.06
E02005691,5.41
E02005692,1.38846
E02005695,12.01433
E02005697,4.405282
E02005698,0.549354
E02005699,1.112006
E02005702,9.070049
E02005703,8.137298
E02005704,5.921496
E02005705,6.283432
E02005706,18.163771
E02005707,1.73318
E02005708,5.460108
E02005709,29.17
E02005710,15.53
E02005711,0.63
E02005712,1.84
E02005713,0.51
E02005715,8.49
E02005716,1.23
E02005717,0.06
E02005719,2.1
E02005720,70.79
E02005721,42.32
E02005722,77.08
E02005723,5.75
E02005724,1.49
E02005725,24.120903
E02005726,1.41
E02005727,3.67
E02005728,3.593159
E02005729,2.09
E02005730,11.918059
E02005731,43.748704
E02005732,4.04
E02005733,3.852187
E02005734,6.34
E02005735,0.480077
E02005736,3.38
E02005737,12.948723
E02005738,7.63
E02005740,19.9
E02005741,1.332258
E02005742,11.385
E02005743,0.74
E02005744,3.922
E02005745,4.36
E02005746,0.868
E02005747,4.978
E02005748,12.87
E02005749,5.736
E02005752,0.800314
E02005753,0.100569
E02005756,0.26473
E02005757,1.02
E02005759,2.36
E02005762,2.03
E02005763,0.22
E02005764,3.15
E02005765,0.1
E02005767,0.26
E02005768,2.4
E02005769,0.08
E02005775,0.65
E02005776,10.74
E02005777,0.32
E02005778,1.39
E02005779,0.94
E02005781,1.28
E02005782,0.15
E02005783,0.06
E02005785,17.43
E02005786,0.64
E02005787,1.46
E02005788,1.02
E02005789,0.48
E02005796,0.4
E02005798,0.26
E02005808,0.3
E02005809,2.49
E02005810,9.43
E02005811,24.95
E02005812,1.11
E02005813,101.67
E02005814,0.95
E02005815,0.86
E02005816,1.43
E02005817,2.5
E02005818,0.69
E02005820,0.72
E02005823,0.71
E02005826,0.89
E02005835,64.66
E02005838,13.77
E02005839,1.41
E02005842,5.29
E02005844,2.83
E02005846,4.18
E02005847,2.04
E02005848,38.25
E02005849,109.3
E02005851,7.99
E02005852,3.57
E02005853,4.51
E02005856,3.52
E02005859,2.22
E02005860,3.36
E02005861,49.69
E02005862,94.57
E02005863,2.23
E02005865,0.9
E02005866,8.1
E02005868,0.54
E02005869,7.28
E02005870,1.18
E02005871,7.54
E02005872,1.03
E02005873,1.1
E02005875,1.1
E02005876,0.68
E02005878,2.1
E02005879,3.995899
E02005893,0.28
E02005894,4.63
E02005895,0.19
E02005896,0.69
E02005897,9.07
E02005898,0.73
E02005899,19.59
E02005900,0.38
E02005901,17.95
E02005902,1.47
E02005903,15.57
E02005904,0.51
E02005905,0.54
E02005906,7.15
E02005907,0.35
E02005908,72.25
E02005909,3.71
E02005910,1.21
E02005912,0.37
E02005915,0.41
E02005916,0.1
E02005917,0.49
E02005918,0.7
E02005920,2.4
E02005921,0.57
E02005924,0.396
E02005926,0.062
E02005929,2.9
E02005930,0.54
E02005936,0.58
E02005937,0.333
E02005938,0.096
E02005939,0
E02005940,6.74
E02005941,0.55
E02005945,152.514351
E02005947,83.4939
E02005948,21.22
E02005949,85.56
E02005950,3.23
E02005952,12.88
E02005953,1.54
E02005954,14.69
E02005955,50.495
E02005956,4.49
E02005957,16.02
E02005958,1.33
E02005959,35.0083
E02005960,7.92
E02005961,0.53
E02005962,0.181949
E02005963,2.200603
E02005967,22.29
E02005968,38.577171
E02005969,0.32
E02005972,0.684657
E02005973,7.757997
E02005974,0.786548
E02005975,7.551426
E02005976,69.42466
E02005977,0.17
E02005978,1.65
E02005979,2.81
E02005980,2.24
E02005983,0.59
E02005985,0.93
E02005986,0.9
E02005987,6.43
E02005988,0.13
E02005991,3.21
E02005992,40.15
E02006008,0.63
E02006009,0.96
E02006010,5.43
E02006011,0.96
E02006012,0.54
E02006013,2.25
E02006015,6.47
E02006016,5.02
E02006017,1.95
E02006018,1.49
E02006019,0.73
E02006020,54.23
E02006021,1.97
E02006023,1.85
E02006024,4.48
E02006025,1.44
E02006026,5.65
E02006028,0.46
E02006029,0.72
E02006031,0.51
E02006032,0.5
E02006033,6.51
E02006034,1.86
E02006035,0.52
E02006036,0.78
E02006037,0.97
E02006039,0.68
E02006040,43.47
E02006041,0.26
E02006042,0.2
E02006043,1.22
E02006044,2.78
E02006045,5.38
E02006046,0.3
E02006047,2.19
E02006049,0.68
E02006050,2.36
E02006051,0.39
E02006052,0.94
E02006053,8.91
E02006054,0.85
E02006055,0.39
E02006056,2.69
E02006057,3.58
E02006058,1.08
E02006059,0.21
E02006060,0.13
E02006061,3.59
E02006062,0.37
E02006064,0.2
E02006065,4.83
E02006066,0.19
E02006067,3.33
E02006068,24.59
E02006069,3.81
E02006071,0.44
E02006073,1.15
E02006074,13.4
E02006076,2.42
E02006077,0.56
E02006078,0.16
E02006079,2.76
E02006080,2.61
E02006081,0.7
E02006082,10.03
E02006083,0.45
E02006084,4.2
E02006086,12.47
E02006089,3.64
E02006090,0.1
E02006091,1.8
E02006092,1.91
E02006093,10.49
E02006094,0.7
E02006095,3.52
E02006096,0.14
E02006097,1.63
E02006099,57.59
E02006101,0.6
E02006104,0.09
E02006105,11.42
E02006106,8.84
E02006107,1.46
E02006108,12.66
E02006110,12.78
E02006111,0.46
E02006113,2.07
E02006114,1.3
E02006115,18.07
E02006116,0.55
E02006118,0.24
E02006119,3.08
E02006120,47.97
E02006121,1.64
E02006122,0.42
E02006123,1.84
E02006125,2.88
E02006126,5.72
E02006128,2.83
E02006129,5.01
E02006130,3.54
E02006131,0.52
E02006133,9.18
E02006134,0.01
E02006137,0.45
E02006138,8.54
E02006139,3.35
E02006141,26.82
E02006142,3.48
E02006143,21.83
E02006144,1.23
E02006146,86.21
E02006147,47.47
E02006149,4.86
E02006150,8.12
E02006151,16.15
E02006152,0.97
E02006153,2.96
E02006154,2.1
E02006155,5.19
E02006156,2.09
E02006157,3.91
E02006159,0.93
E02006160,5.71
E02006161,0.59
E02006162,0.72
E02006164,2.28
E02006167,10.32
E02006168,6.48
E02006169,37.48
E02006170,0.61
E02006171,0.66
E02006172,4.97
E02006173,6.01
E02006174,6.2
E02006175,1
E02006177,3.39
E02006178,2.7
E02006179,2.5
E02006180,4.59
E02006181,1.8
E02006182,0.79
E02006185,0.4
E02006186,3.12
E02006187,0.24
E02006188,0.33
E02006204,10.5
E02006205,2.13
E02006206,2.23
E02006207,6.55
E02006208,10.51
E02006209,4.07
E02006211,0.24
E02006212,1.04
E02006214,3.85
E02006216,3.65
E02006230,1.01
E02006232,0.15
E02006236,0.3
E02006245,2.48
E02006246,0.87
E02006247,2.43
E02006248,0.08
E02006249,2.97
E02006250,0.88
E02006251,19.35
E02006252,0.7
E02006253,0.42
E02006254,12.76
E02006255,13.07
E02006256,4.65
E02006257,0.41
E02006258,7.61
E02006259,0.21
E02006260,5.29
E02006261,0.33
E02006263,2
E02006268,1
E02006270,3.5
E02006271,2.97
E02006275,0.3
E02006278,0.82
E02006284,0.36
E02006286,0.67
E02006287,2.14
E02006288,2.07
E02006289,2.33
E02006290,4.9
E02006291,1.32
E02006292,18.74
E02006293,5.35
E02006294,4.13
E02006296,5.99
E02006297,0.93
E02006299,4.56
E02006300,0.65
E02006301,2.32
E02006302,20.568738
E02006303,0.47
E02006304,8.22
E02006305,1.46
E02006306,64.857561
E02006307,4.97
E02006308,3.5
E02006311,9.45
E02006312,3.68
E02006313,2.52
E02006314,1.04
E02006315,2.2
E02006316,3.77
E02006318,0.7707
E02006319,1.0667
E02006320,0.884
E02006321,0.6165
E02006322,0.1401
E02006323,0.6488
E02006325,0.0707
E02006326,0.2765
E02006327,0.7256
E02006328,0.580593
E02006329,0.3877
E02006330,0.1307
E02006332,5.3987
E02006333,0.3062
E02006334,0.3922
E02006362,0.23
E02006364,6.75
E02006365,0.11
E02006366,0.09
E02006368,0.77
E02006369,7.03
E02006370,1
E02006371,0.69
E02006374,0.31
E02006375,0.71
E02006376,3.69
E02006378,5.72
E02006380,3.08
E02006381,2.15
E02006382,4.05
E02006383,6.41
E02006384,2.14
E02006385,10.11
E02006386,4.27
E02006387,0.2
E02006388,1.43
E02006389,4.33
E02006390,1.29
E02006391,0.86
E02006392,4.13
E02006393,2.38
E02006394,11.12
E02006395,2.54
E02006396,13.51
E02006397,31.56
E02006398,5.16
E02006399,7.92
E02006400,17.63
E02006401,6.086
E02006402,2.85
E02006404,0.58
E02006406,2.65
E02006407,1.77
E02006408,1.73
E02006415,1.1892
E02006416,7.96
E02006417,9.83
E02006419,6.28
E02006420,18.285
E02006421,8.891
E02006422,3.7
E02006423,4.629
E02006424,0.32
E02006425,0.43
E02006426,3.8
E02006427,45.64
E02006429,6.86
E02006430,0.39
E02006431,10.8966
E02006432,1.9245
E02006433,5.44
E02006434,2.04
E02006435,30.84
E02006436,23.3
E02006437,9.3
E02006438,25
E02006441,2.52
E02006442,0.48
E02006443,0.45
E02006445,4.54
E02006446,0.15
E02006447,0.7
E02006448,3.49
E02006449,4.4
E02006450,2.22
E02006451,0.94
E02006453,215.19
E02006454,5.57
E02006455,18.23
E02006456,0.83
E02006457,1.57
E02006458,0.77
E02006459,2.03
E02006461,3.37
E02006462,0.47
E02006463,15.53
E02006464,0.43
E02006466,5.75
E02006467,0.74
E02006468,4.032
E02006469,0.88
E02006470,11.7796
E02006471,4.18
E02006472,7.916
E02006473,7.82
E02006474,3.84
E02006476,4.93
E02006477,0.37
E02006479,7.01
E02006480,3.67
E02006481,0.38
E02006482,0.49
E02006483,1.95
E02006484,2.39
E02006485,0.98
E02006486,1.39
E02006487,4.99
E02006488,1.31
E02006489,4.16
E02006490,0.57
E02006492,4.6
E02006493,4.8
E02006494,1.89
E02006495,0.52
E02006496,0.14
E02006499,4.2
E02006500,0.82
E02006504,14.93
E02006505,6.91
E02006506,1.249
E02006507,11.5
E02006508,9.7
E02006509,0.34
E02006510,3
E02006511,3.53
E02006512,3.77
E02006513,3.065
E02006514,1.14
E02006515,4.65
E02006516,11.68
E02006517,467.38
E02006518,53.35
E02006520,24.42
E02006521,5.2
E02006522,35.33
E02006523,3.12
E02006525,2.95
E02006526,8.68
E02006527,13.83
E02006529,0.4
E02006530,13.43
E02006531,3.08
E02006532,16.67
E02006533,3.35
E02006534,0.7
E02006536,2.25
E02006537,5.02
E02006538,6.9159
E02006539,0.32
E02006540,0.587
E02006541,0.19
E02006542,1.68
E02006543,1.98
E02006544,0.81
E02006545,0.9
E02006546,0.61
E02006547,0.35
E02006548,0.48
E02006549,0.83
E02006550,3.85
E02006552,11.41
E02006553,0.59
E02006554,0.55
E02006555,0.1347
E02006557,0.02
E02006558,0.18
E02006560,0.49
E02006561,9.43
E02006563,2.74
E02006564,8.32
E02006565,2.72
E02006566,1.65
E02006577,0.63
E02006578,13.32
E02006579,0.6
E02006581,4.27
E02006583,0.3
E02006587,0.14
E02006588,4.86
E02006589,7.57
E02006590,0.39
E02006591,2.11
E02006592,1
E02006593,5.32
E02006594,0.9
E02006595,0.37
E02006596,2.64
E02006597,0.57
E02006598,1.02
E02006600,0.44
E02006601,0.41
E02006602,5.27
E02006604,2.94
E02006606,2.02
E02006607,0.76
E02006608,0.18
E02006609,3.48
E02006610,2.96
E02006612,1.735
E02006613,1.24
E02006614,1.12
E02006615,5.33
E02006616,0.93
E02006617,16.31
E02006619,0.31
E02006620,2.6
E02006622,0.23
E02006623,1.247
E02006625,0.879
E02006626,2.7
E02006627,4.5291
E02006628,0.565
E02006630,2.789
E02006631,10.4302
E02006632,7.109
E02006634,0.14
E02006635,1.44
E02006636,1.72
E02006637,2.375158
E02006638,4.810242
E02006641,2.693339
E02006642,0.39
E02006643,18.54
E02006644,17.83
E02006645,0.23
E02006646,0.885419
E02006647,1.437278
E02006649,0.14
E02006650,1.69
E02006652,11.79
E02006653,2.71
E02006654,2.52
E02006655,14.456512
E02006658,1.24
E02006659,9.96
E02006660,1.29
E02006661,0.58
E02006663,0.3
E02006665,1.92
E02006668,0.07
E02006669,6.43
E02006670,38.74
E02006671,0.37
E02006672,1.49
E02006673,0.4
E02006674,0.42
E02006677,1.86
E02006680,0.56
E02006681,3.704108
E02006684,2.62
E02006685,1.21
E02006688,0.44
E02006690,2.55
E02006691,2.16
E02006692,0.55
E02006693,2.68
E02006694,3.17
E02006700,0.25
